sample_id,study_area,var_baseline,var_ENSO,var_year_to_year,var_combined,var_spatial,var_temporal
183,SA3,2.994579818234473e-4,2.994605184222221e-4,2.9947096748265565e-4,2.9947349261898653e-4,2.994579818234473e-4,1.5510795539240216e-8
184,SA3,2.707074461309668e-4,2.7091098403893407e-4,2.711367495858075e-4,2.713450054112215e-4,2.707074461309668e-4,6.375592802546504e-7
185,SA3,3.090021183033282e-4,3.0900388293539393e-4,3.0898598850351235e-4,3.0898786044442934e-4,3.090021183033282e-4,-1.4257858898841964e-8
186,SA3,2.858129426451414e-4,2.8582195847930494e-4,2.8575488709508894e-4,2.8576445485658034e-4,2.858129426451414e-4,-4.848778856105917e-8
187,SA3,2.969215044545487e-4,2.969447427965779e-4,2.969723080282907e-4,2.9699510082492896e-4,2.969215044545487e-4,7.359637038028199e-8
188,SA3,2.274590852117018e-4,2.2747314281245008e-4,2.2743576391897564e-4,2.274499602984649e-4,2.274590852117018e-4,-9.12491323690548e-9
189,SA3,2.952995556962775e-4,2.9532815391097584e-4,2.95272969668938e-4,2.9530165915622557e-4,2.952995556962775e-4,2.103459948051261e-9
190,SA3,2.908194693849288e-4,2.912389087697693e-4,2.910290611670878e-4,2.9144604496171567e-4,2.908194693849288e-4,6.265755767868517e-7
191,SA3,2.9735181780741424e-4,2.9735634185936984e-4,2.9737228589317633e-4,2.973767225941177e-4,2.9735181780741424e-4,2.4904786703457225e-8
192,SA3,3.2064366292418913e-4,3.210331696333502e-4,3.205533863996315e-4,3.209395893399148e-4,3.2064366292418913e-4,2.95926415725691e-7
193,SA3,2.892061453648461e-4,2.895965533883006e-4,2.901227528173803e-4,2.9051734363278234e-4,2.892061453648461e-4,1.3111982679362365e-6
194,SA3,2.9814854365967395e-4,2.981658177108988e-4,2.9812416375468693e-4,2.981414861747535e-4,2.9814854365967395e-4,-7.0574849204713824e-9
195,SA3,3.3952489876244274e-4,3.397895338222735e-4,3.398376588337383e-4,3.401062799059268e-4,3.3952489876244274e-4,5.813811434840564e-7
196,SA3,2.4658266355551904e-4,2.4675898105387407e-4,2.4694415776962346e-4,2.471237577170758e-4,2.4658266355551904e-4,5.410941615567599e-7
197,SA3,3.023405247062259e-4,3.027786925571559e-4,3.0269546980947893e-4,3.0312520507406494e-4,3.023405247062259e-4,7.846803678390377e-7
198,SA3,2.8897528054116855e-4,2.8897952559269765e-4,2.8891743582397806e-4,2.889215216388175e-4,2.8897528054116855e-4,-5.375890235103037e-8
199,SA3,3.126134781251415e-4,3.1263054592806577e-4,3.1272001205623064e-4,3.1273728060227107e-4,3.126134781251415e-4,1.238024771295452e-7
200,SA3,2.742291633714893e-4,2.7423532382672477e-4,2.7419649773798433e-4,2.742027567086656e-4,2.742291633714893e-4,-2.6406662823725245e-8
201,SA3,2.7366270490026976e-4,2.7367915268921433e-4,2.737588606532226e-4,2.7377525126454305e-4,2.7366270490026976e-4,1.1254636427329712e-7
202,SA3,2.989645000544233e-4,2.9896907997521623e-4,2.9895834177338877e-4,2.989632664210158e-4,2.989645000544233e-4,-1.2336334075037543e-9
203,SA3,3.0262185440890467e-4,3.026275420013748e-4,3.026207535478799e-4,3.026266374374875e-4,3.0262185440890467e-4,4.783028582846117e-9
204,SA3,2.951198731498482e-4,2.9513098416833293e-4,2.9501194628390234e-4,2.95023223135441e-4,2.951198731498482e-4,-9.66500144072022e-8
205,SA3,3.0314500692448507e-4,3.0317459603758877e-4,3.030777244947199e-4,3.031074715286453e-4,3.0314500692448507e-4,-3.753539583979063e-8
206,SA3,3.047270771634097e-4,3.0476618426182703e-4,3.046811645418526e-4,3.0471974741149175e-4,3.047270771634097e-4,-7.329751917938866e-9
207,SA3,2.9768871582902263e-4,2.9779661508672826e-4,2.978436430854169e-4,2.9795060472828167e-4,2.9768871582902263e-4,2.6188889925903925e-7
208,SA3,2.9984968538873175e-4,3.001301427437188e-4,2.9977139178141666e-4,3.000545890546037e-4,2.9984968538873175e-4,2.0490366587196324e-7
209,SA3,2.961144463803017e-4,2.961523706612391e-4,2.9618015074953325e-4,2.962181250155745e-4,2.961144463803017e-4,1.036786352728099e-7
210,SA3,2.8683876703542333e-4,2.871750881696525e-4,2.8734481962169726e-4,2.8768110097767156e-4,2.8683876703542333e-4,8.423339422482332e-7
211,SA3,3.064312823996706e-4,3.068170293045263e-4,3.067456564538231e-4,3.071334248008747e-4,3.064312823996706e-4,7.02142401204104e-7
212,SA3,2.702939743756636e-4,2.703036206464664e-4,2.7032716759565616e-4,2.7033698947326323e-4,2.702939743756636e-4,4.3015097599629314e-8
213,SA3,2.834779245743447e-4,2.836271807392167e-4,2.8359757896417257e-4,2.8374607121579387e-4,2.834779245743447e-4,2.6814664144919186e-7
214,SA3,3.1955761638202825e-4,3.1983282636187057e-4,3.198743003602541e-4,3.20151037831533e-4,3.1955761638202825e-4,5.934214495047566e-7
215,SA3,3.065479204153206e-4,3.068924428720244e-4,3.07426563833267e-4,3.0777936507172615e-4,3.065479204153206e-4,1.2314446564055297e-6
216,SA3,3.022938488500312e-4,3.0232897349975746e-4,3.022405506023497e-4,3.0227683282808517e-4,3.022938488500312e-4,-1.70160219460278e-8
217,SA3,2.9426691699618195e-4,2.942721643333212e-4,2.942380114303749e-4,2.942432241080681e-4,2.9426691699618195e-4,-2.369288811383775e-8
218,SA3,3.1101279185813174e-4,3.1108744381453654e-4,3.1086352074368237e-4,3.109375337775776e-4,3.1101279185813174e-4,-7.525808055414878e-8
219,SA3,2.924868383511567e-4,2.925418609361317e-4,2.9245922243098743e-4,2.925139791661994e-4,2.924868383511567e-4,2.7140815042723133e-8
220,SA3,2.764823051633061e-4,2.766481544395831e-4,2.767689436629054e-4,2.7693777607093814e-4,2.764823051633061e-4,4.554709076320159e-7
221,SA3,3.2188476841745996e-4,3.2221162247972964e-4,3.2231781952115436e-4,3.2264262282022345e-4,3.2188476841745996e-4,7.578544027634845e-7
222,SA3,2.942633005886859e-4,2.9427832325971476e-4,2.9429739235130466e-4,2.9431241767639664e-4,2.942633005886859e-4,4.911708771074188e-8
223,SA3,3.1735877083310775e-4,3.1739423352389036e-4,3.172954408213688e-4,3.1733106574668567e-4,3.1735877083310775e-4,-2.7705086422073755e-8
224,SA3,2.8328929655687535e-4,2.833869989476952e-4,2.832041062094992e-4,2.8329923254114675e-4,2.8328929655687535e-4,9.935984271404377e-9
225,SA3,2.943963097872693e-4,2.9473784812177533e-4,2.9471017736900544e-4,2.950495386298252e-4,2.943963097872693e-4,6.532288425558893e-7
226,SA3,3.1310946705480255e-4,3.132120390487699e-4,3.1340110922940015e-4,3.1350214971899063e-4,3.1310946705480255e-4,3.926826641880831e-7
227,SA3,2.800802637804568e-4,2.802518311496421e-4,2.8028724500748077e-4,2.8045644070779084e-4,2.800802637804568e-4,3.761769273340687e-7
228,SA3,2.928118892266046e-4,2.930922720585861e-4,2.9321382517417396e-4,2.934926562102428e-4,2.928118892266046e-4,6.80766983638195e-7
229,SA3,3.084420448332247e-4,3.0846670812941835e-4,3.085189671542552e-4,3.0854338812518893e-4,3.084420448332247e-4,1.0134329196420959e-7
230,SA3,2.855814506214589e-4,2.8578643777367875e-4,2.8561943019670506e-4,2.858226829268259e-4,2.855814506214589e-4,2.41232305367e-7
231,SA3,3.0812379964900006e-4,3.0812929979907714e-4,3.081150112298288e-4,3.0812029578662864e-4,3.0812379964900006e-4,-3.50386237141535e-9
232,SA3,2.789979693680815e-4,2.790900868466541e-4,2.7911389982609183e-4,2.792063875239974e-4,2.789979693680815e-4,2.084181559159487e-7
233,SA3,3.136783291873536e-4,3.136885001740456e-4,3.136821357920176e-4,3.1369217322529757e-4,3.136783291873536e-4,1.3844037943962478e-8
234,SA3,2.9915014462450446e-4,2.9930236723624043e-4,2.9943314135336943e-4,2.995858339078603e-4,2.9915014462450446e-4,4.356892833558344e-7
235,SA3,2.9966219471965296e-4,2.9980822447856626e-4,2.9989272301207107e-4,3.000372615481461e-4,2.9966219471965296e-4,3.750668284931472e-7
236,SA3,3.10638622363277e-4,3.1071498940900754e-4,3.1075536459595e-4,3.1083191493678087e-4,3.10638622363277e-4,1.9329257350389267e-7
237,SA3,2.8037730887548346e-4,2.8038320355295714e-4,2.803648936294092e-4,2.803708626250277e-4,2.8037730887548346e-4,-6.446250455736241e-9
238,SA3,2.6693011735099467e-4,2.6695645445128357e-4,2.669379292929321e-4,2.6696431997390324e-4,2.6693011735099467e-4,3.420262290857075e-8
239,SA3,2.603586142460667e-4,2.603849814239249e-4,2.603204344379256e-4,2.603462648964951e-4,2.603586142460667e-4,-1.2349349571595669e-8
240,SA3,2.977761265609386e-4,2.978246131741661e-4,2.9781885115584555e-4,2.97866950046818e-4,2.977761265609386e-4,9.082348587937479e-8
241,SA3,2.837620894237234e-4,2.8389704763804175e-4,2.8366094041431866e-4,2.837946200678699e-4,2.837620894237234e-4,3.253064414653235e-8
242,SA3,2.831482862188205e-4,2.831511075396592e-4,2.83084805665051e-4,2.830876289240951e-4,2.831482862188205e-4,-6.065729472539859e-8
